Full Name,Nurse Number,Nurse Type,Pay,1(Monday),2(Monday),3(Monday),4(Tuesday),5(Tuesday),6(Tuesday),7(Wednesday),8(Wednesday),9(Wednesday),10(Thursday),11(Thursday),12(Thursday),13(Friday),14(Friday),15(Friday),16(Saturday),17(Saturday),18(Saturday),19(Sunday),20(Sunday),21(Sunday),22(Monday),23(Monday),24(Monday),25(Tuesday),26(Tuesday),27(Tuesday),28(Wednesday),29(Wednesday),30(Wednesday),31(Thursday),32(Thursday),33(Thursday),34(Friday),35(Friday),36(Friday),37(Saturday),38(Saturday),39(Saturday),40(Sunday),41(Sunday),42(Sunday)
Letitia Winnifred,1,Cardiac Nursing,80000,0,0,1,2,0,1,0,0,2,1,2,1,1,2,1,2,1,2,0,0,2,2,2,0,2,1,0,1,0,1,0,2,0,0,1,1,0,2,0,1,1,1
Lindsay Emma,1,Occupational Health Nursing,73000,0,0,1,1,0,0,2,1,0,0,1,0,1,0,0,1,0,2,1,2,1,0,0,1,0,2,2,2,2,1,2,1,0,0,0,2,1,1,1,1,2,2
Sarah Lewis,1,Licensed Practical Nurse,60000,0,2,2,0,2,2,0,1,0,2,1,0,2,0,2,1,1,0,2,0,1,0,1,1,1,1,2,0,2,2,2,0,1,1,1,0,1,1,0,0,2,2
Ramon Vera,1,Cardiac Nursing,80000,0,2,0,1,2,1,0,2,0,0,2,0,2,2,1,2,1,2,2,2,2,1,2,1,1,2,0,2,0,2,0,2,1,2,0,1,2,1,1,0,0,1
Aimee Luis,1,Nursing Management,93000,1,0,2,2,1,1,0,0,0,0,0,1,0,1,0,0,1,2,2,1,0,2,1,2,0,0,2,0,0,2,1,0,1,0,2,0,1,2,0,2,0,1
Corrine Jon,1,Registered Nurse,75000,1,1,1,0,2,1,0,1,1,2,1,0,2,2,0,1,1,2,2,2,0,2,1,0,2,2,0,1,1,2,0,1,2,0,1,0,2,1,2,0,1,0
Parker Eliza,1,Nursing Management,93000,0,1,1,0,1,1,2,0,1,1,2,1,1,0,0,2,1,2,1,0,0,1,2,1,0,1,0,0,2,2,1,2,0,1,1,2,2,2,2,1,0,2
Porter Anna,1,Neonatal Nurse,88000,0,2,2,0,1,2,2,0,0,0,2,2,2,1,1,1,1,0,0,0,0,1,2,0,2,0,2,2,2,2,1,0,0,2,0,1,1,2,0,0,0,1
Adelle Tyler,1,Nurse Practitioner,100000,2,0,1,1,0,1,2,2,0,2,0,1,1,1,1,0,2,0,1,1,2,0,1,2,1,0,1,1,2,1,2,0,2,1,1,0,0,2,2,0,2,2
Hyman Wendell,1,Mental Health Nursing,72000,1,2,0,2,0,0,0,1,1,1,1,2,0,0,1,2,0,1,0,0,2,1,1,2,2,0,1,1,1,2,2,2,2,1,0,2,1,2,1,2,2,1
Rudy Dominick,1,Neonatal Nurse,88000,2,2,2,2,1,2,1,1,1,1,2,0,2,0,1,2,2,1,2,1,0,1,1,0,0,2,2,1,1,0,1,1,0,1,0,2,2,2,1,0,0,2
Walker Sylvester,1,Occupational Health Nursing,73000,0,0,0,1,1,2,1,2,1,0,0,2,2,0,2,0,1,0,2,1,2,2,0,0,2,0,1,1,0,2,2,1,0,1,2,1,1,2,0,1,1,2
Leanne Maurice,1,Surgical Nurse,78000,1,2,1,2,1,2,2,0,1,1,2,2,2,2,0,0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,1,1,2,1,0
Tristen Lugenia,1,Pediatric Nursing,68000,1,0,2,0,0,0,1,1,1,2,0,1,0,1,2,1,0,2,1,1,1,1,0,2,1,1,1,1,2,0,2,0,2,1,2,0,2,2,2,0,0,0
Billy Holly,1,Licensed Practical Nurse,60000,0,2,2,1,1,2,1,0,0,1,0,2,0,1,0,2,1,2,0,0,0,2,1,1,0,0,1,1,1,2,1,2,2,1,2,0,1,2,0,2,0,0
Damian Elroy,1,Surgical Nurse,78000,2,2,1,2,1,2,1,1,1,2,1,1,1,0,1,1,1,1,2,0,2,0,1,2,0,0,2,2,1,0,1,0,0,2,1,0,0,0,2,1,1,1
Sheldon Justice,1,Health Informatics,95000,1,1,1,2,2,2,1,1,1,2,1,2,1,1,0,1,1,0,0,2,0,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,0,0
Silas Clare,1,Gerontological Nursing,72000,0,0,1,2,0,2,1,0,1,0,0,0,0,0,0,1,2,2,1,2,1,0,2,0,2,0,2,1,0,0,0,0,0,2,0,1,1,2,0,0,0,0
Mattie Inez,1,Labor and Delivery Nurse,90000,1,0,2,0,0,0,0,1,1,1,1,0,2,0,0,2,0,2,0,0,1,1,0,2,2,2,0,1,0,2,0,2,1,1,2,2,2,0,0,1,0,1
Ardella Myer,1,Nursing Assistant,40000,1,2,2,1,0,0,0,0,0,2,0,2,1,2,1,2,1,2,0,0,0,0,2,2,1,0,2,0,2,2,1,1,2,1,1,2,1,1,0,2,1,0
Lorraine Emory,1,Mental Health Nursing,72000,2,2,1,2,0,1,2,2,1,1,2,1,2,0,1,1,1,2,0,2,0,1,1,1,2,0,0,0,2,2,1,2,1,0,2,0,0,1,2,2,0,1
General Amie,1,Clinical Nurse Specialist,97000,1,0,0,2,0,1,2,2,2,1,1,1,0,0,0,1,1,0,2,1,0,1,0,0,2,2,0,0,0,1,2,1,2,2,0,0,2,1,2,1,2,0
Jacqueline Ernesto,1,Nursing Management,93000,0,2,0,1,0,0,1,1,2,1,0,1,1,2,0,1,1,1,0,0,1,2,0,2,2,0,2,1,0,2,1,2,2,0,1,2,1,2,2,2,0,2
Orlando Nellie,1,Nurse Midwife,91000,0,1,2,1,2,2,1,2,1,0,2,2,0,1,0,1,0,0,2,0,1,2,1,0,2,0,2,2,2,1,0,2,1,2,1,0,2,0,0,0,0,2
Marcie Nolan,1,Registered Nurse,75000,0,2,2,0,2,0,0,0,0,0,0,2,2,1,2,0,0,1,1,2,2,2,2,2,0,1,2,2,2,1,0,1,1,1,1,2,1,1,2,2,1,1
Vergie Sudie,1,Mental Health Nursing,72000,1,1,2,1,2,0,2,0,1,2,1,0,2,2,1,1,2,1,0,1,2,1,1,0,0,1,2,1,1,1,0,1,2,1,1,1,1,0,1,0,0,1
Altha Sanford,1,Mental Health Nursing,72000,2,1,2,1,2,0,1,2,2,0,0,0,1,2,1,1,1,0,0,1,0,1,1,0,1,0,0,2,0,0,1,2,2,1,2,1,1,2,2,1,2,1
Julian Charlie,1,Mental Health Nursing,72000,2,1,0,2,1,2,0,0,0,2,0,1,1,0,2,2,2,0,2,1,2,1,1,1,0,0,1,0,0,2,1,0,0,2,1,0,2,0,2,0,1,1
Bulah Cordelia,1,Nursing Management,93000,2,2,0,2,1,2,2,2,1,1,2,0,0,1,1,1,0,0,0,2,0,0,1,1,2,1,2,0,2,0,0,1,1,0,1,2,1,1,1,2,1,0
Rosevelt Aron,1,Nursing Management,93000,0,2,0,1,0,1,2,0,2,1,0,2,0,1,1,0,1,1,1,2,2,2,0,0,2,1,2,0,0,2,0,0,2,1,2,0,0,2,2,1,1,2
Tobe Faith,1,Registered Nurse,75000,2,1,2,2,2,2,2,2,1,0,2,1,1,1,1,0,0,0,2,0,2,0,2,1,2,1,1,1,0,2,1,1,2,0,1,2,2,2,1,0,0,2
Libby Micaela,1,Nursing Assistant,40000,1,2,2,0,2,0,0,2,1,0,2,0,0,0,1,1,0,1,0,0,0,1,2,1,2,0,2,2,0,1,0,2,0,0,2,2,0,2,0,1,1,2
Rita Jade,1,Nurse Anesthetist,160000,1,2,0,1,1,2,2,1,0,2,1,0,2,0,1,1,2,2,2,2,2,1,2,0,2,0,0,2,1,0,1,2,0,0,2,1,1,1,2,1,2,2
Lily Kaye,1,Licensed Practical Nurse,60000,1,1,1,1,2,0,2,1,0,0,2,2,2,2,2,1,0,0,1,1,1,1,0,2,1,0,1,2,1,1,2,1,2,1,0,0,1,0,0,0,1,0
Madisen Leslie,1,Gerontological Nursing,72000,2,1,1,2,0,1,0,0,2,1,1,0,1,1,0,0,0,1,1,1,1,2,0,0,0,1,1,2,2,2,0,2,0,0,0,2,1,2,1,0,2,1
Aline Madeleine,1,Gerontological Nursing,72000,0,0,2,2,2,2,1,1,1,1,1,0,1,0,2,2,1,1,2,1,1,0,0,2,2,1,0,0,2,1,1,0,0,2,0,1,1,1,0,0,0,2
Herbert Ashlee,1,Dialysis Nurse,74000,2,0,2,1,0,1,0,1,0,2,0,2,0,1,1,1,1,1,1,2,2,2,0,0,1,1,0,1,1,2,1,2,2,0,2,1,1,0,2,0,1,0
Danielle Margarite,1,Mental Health Nursing,72000,0,0,2,1,0,1,1,1,1,2,0,0,0,0,1,2,2,1,0,1,0,0,2,1,0,1,0,1,0,1,0,1,2,2,2,0,0,0,0,1,1,1
Pleasant Bud,1,Occupational Health Nursing,73000,0,1,0,2,2,2,0,1,0,2,2,0,1,0,2,1,1,1,1,1,0,2,2,1,2,2,1,1,1,0,2,0,2,2,2,1,0,1,0,2,2,1
Andy Levi,1,Gerontological Nursing,72000,1,2,2,0,2,2,1,0,0,2,0,1,1,0,1,1,1,2,0,2,0,0,0,2,1,2,0,2,1,0,2,2,0,0,2,2,1,2,1,0,0,0
Christa Rodney,1,Occupational Health Nursing,73000,0,1,0,1,2,2,0,1,0,1,0,2,0,1,2,2,0,0,1,1,2,2,2,0,2,0,1,2,0,2,2,0,0,2,1,0,2,1,1,2,0,0
Tad Kitty,1,Mental Health Nursing,72000,1,0,1,1,1,0,1,0,2,1,1,0,1,1,1,1,1,1,1,2,1,0,1,2,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,2,1
Ted Milford,1,Nurse Educator,70000,0,0,2,1,2,2,0,1,1,1,1,2,1,2,0,2,1,1,0,1,1,2,0,0,0,2,0,0,0,2,1,1,2,0,0,2,0,1,1,0,0,0
Forrest Freida,1,Labor and Delivery Nurse,90000,2,0,2,1,1,2,2,2,0,0,0,0,1,2,0,2,0,1,1,2,0,1,2,1,1,0,2,0,2,2,2,0,0,0,1,2,2,2,2,0,0,0
Matilda Vashon,1,Nursing Assistant,40000,0,1,0,1,0,1,1,0,1,1,2,1,1,0,2,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0,0,2,2,2,2,2,1,0,1,1,2,0
Cara Ollie,1,Occupational Health Nursing,73000,2,2,0,2,2,1,0,2,2,2,2,0,1,0,1,0,2,1,1,0,2,0,1,1,2,0,1,0,0,1,0,1,2,1,1,2,0,0,2,2,2,0
Pat Trever,1,Nurse Educator,70000,1,0,1,0,1,0,0,1,1,0,2,0,2,0,0,2,2,1,1,0,1,2,0,2,0,2,0,2,1,0,0,2,0,1,1,0,2,1,2,1,2,0
Broderick Charleen,1,Cardiac Nursing,80000,0,2,2,1,1,0,1,1,1,1,2,0,0,2,2,2,2,0,2,2,0,2,0,0,2,2,0,0,2,1,1,0,1,0,1,2,2,2,0,1,2,0
Olivia Orin,1,Neonatal Nurse,88000,1,2,1,2,0,2,2,2,0,1,1,0,0,2,2,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,2,1,1,2,2,2,1,0
Isabell Bennett,1,Pediatric Nursing,68000,0,0,0,0,1,0,2,1,2,1,2,0,1,1,1,1,2,1,1,0,0,1,0,2,0,2,2,1,0,0,1,1,0,1,0,2,0,0,0,1,0,2
Isidro Vester,1,Mental Health Nursing,72000,2,2,1,0,0,0,1,1,2,0,2,2,2,0,1,2,1,1,0,0,0,2,0,2,1,1,2,1,0,0,1,2,1,2,0,0,1,0,0,0,1,2
Scotty Curtis,1,Labor and Delivery Nurse,90000,0,0,1,1,1,0,1,1,0,2,2,0,0,0,1,0,1,1,1,1,0,2,0,0,1,2,1,0,2,0,1,2,2,2,1,0,1,0,1,1,2,0
Martin Sadie,1,Nursing Management,93000,1,0,2,1,2,0,1,0,1,2,0,0,2,1,1,1,0,1,2,0,1,2,0,2,1,2,2,0,1,0,0,0,0,2,2,2,2,1,1,2,1,2
Ryan Ronald,1,Mental Health Nursing,72000,1,1,0,2,1,2,0,0,2,0,2,2,2,0,2,1,0,1,0,0,0,1,1,2,0,0,2,2,2,0,1,2,2,2,2,2,1,2,2,1,2,2
Ace Julius,1,Critical Care Nurse,85000,1,2,1,2,1,2,1,2,0,0,0,0,2,0,0,2,2,2,0,1,1,1,1,1,0,0,0,2,1,1,2,2,1,2,0,1,0,0,1,2,1,1
Josephine Frances,1,Nurse Anesthetist,160000,2,2,0,1,1,1,1,1,1,0,0,2,0,0,2,1,2,2,0,1,2,1,1,1,0,1,0,0,1,0,2,0,1,1,1,1,0,2,2,1,1,1
Paulette Marianna,1,Nurse Practitioner,100000,1,1,0,1,2,0,0,0,1,1,1,0,2,1,1,0,1,0,1,2,1,0,1,2,1,2,1,2,2,2,1,0,1,2,1,2,0,0,1,0,1,0
Susan Sylvester,1,Clinical Nurse Specialist,97000,1,0,0,2,1,1,0,2,0,2,2,1,2,2,1,2,0,2,0,0,0,1,2,1,0,2,1,2,0,1,0,0,0,2,1,2,0,0,1,2,1,1
Dolores Domenic,1,Registered Nurse,75000,1,1,1,1,0,2,2,1,0,1,0,1,1,1,0,2,0,1,1,1,0,0,1,0,2,1,2,0,2,1,1,2,2,2,1,2,2,0,2,1,0,0
Robert Nevaeh,1,Neonatal Nurse,88000,0,2,0,1,2,1,0,2,0,1,2,0,0,0,1,0,1,0,1,2,1,2,1,0,0,0,2,0,0,0,1,0,2,0,2,1,2,0,0,2,2,0
Corine Burrell,1,Licensed Practical Nurse,60000,0,1,2,1,0,1,2,1,2,0,0,2,1,0,0,2,0,0,1,0,2,0,1,0,0,0,1,2,2,2,1,1,1,0,1,1,1,1,0,0,0,2
Lucy Edward,1,Nursing Management,93000,2,1,1,0,2,1,1,0,1,0,1,2,1,1,1,0,1,1,1,1,0,2,2,1,2,2,1,2,0,0,0,2,0,2,0,1,2,0,0,1,1,0
Lee Rodrigo,1,Mental Health Nursing,72000,2,2,0,0,0,0,1,2,1,2,0,1,0,1,2,1,2,2,1,2,2,2,2,0,1,1,2,2,2,2,0,2,1,0,0,1,1,0,0,1,2,2
Traci Nona,1,Nursing Assistant,40000,2,2,2,1,2,2,0,0,1,1,2,1,0,0,2,0,2,2,0,2,1,2,2,2,1,1,1,1,2,2,2,1,1,2,0,1,1,1,0,1,0,2
Maria Morris,1,Labor and Delivery Nurse,90000,0,2,1,1,0,0,2,1,2,1,0,1,0,1,1,0,2,0,0,0,2,1,1,2,2,1,2,0,2,2,0,0,0,1,1,1,1,0,2,1,0,2
Christie Jamel,1,Emergency Nursing,82000,1,2,1,0,0,2,0,0,0,1,1,2,2,2,2,0,1,2,1,1,1,1,0,1,0,0,0,0,1,1,2,1,2,0,1,2,0,0,0,2,0,2
Camille James,1,Nurse Anesthetist,160000,1,1,2,1,2,0,1,2,2,2,0,1,2,2,0,0,0,2,0,1,0,1,2,0,2,0,1,2,1,2,1,2,0,0,2,0,1,2,2,2,1,0
Nathalie Valerie,1,Health Informatics,95000,1,1,0,1,2,0,0,1,1,1,1,2,1,1,1,1,1,0,1,2,1,0,1,1,0,0,0,2,0,2,0,1,0,0,0,2,0,2,1,1,2,2
Alvin Tracey,1,Health Informatics,95000,1,1,2,1,2,0,0,2,1,1,0,1,0,2,0,0,0,2,2,1,0,0,2,2,2,1,0,1,2,0,0,0,2,2,1,2,2,2,2,1,1,0
Sofia Gilberto,1,Critical Care Nurse,85000,1,1,0,0,2,1,0,1,2,0,0,1,1,1,1,0,1,1,1,2,0,0,0,0,0,2,2,2,1,0,2,2,2,1,1,0,1,0,0,1,2,2
Catharine Demetria,1,Nurse Practitioner,100000,1,1,0,0,0,2,0,2,2,2,2,2,2,1,0,0,1,0,0,0,1,0,2,1,1,0,2,2,1,2,2,0,1,1,0,1,1,1,2,0,1,1
Petra Rose,1,Health Informatics,95000,0,2,1,0,2,1,2,1,2,2,2,2,2,0,1,2,0,1,2,2,1,2,0,0,0,0,2,0,1,0,2,0,1,1,1,2,0,0,0,1,0,2
Columbus Garnett,1,Registered Nurse,75000,1,1,2,2,1,0,0,2,2,2,0,0,2,2,2,0,1,2,1,1,2,1,1,1,0,0,2,0,0,0,1,0,2,0,0,2,0,1,1,2,1,0
Felix Macy,1,Clinical Nurse Specialist,97000,0,0,0,0,0,0,0,1,1,0,2,2,2,2,0,1,2,0,0,2,1,1,0,1,1,0,2,1,2,2,1,0,0,2,2,2,2,2,1,1,1,0
Maggie Janie,1,Emergency Nursing,82000,0,1,0,0,1,0,1,1,2,1,2,0,1,2,2,0,1,1,2,2,0,2,0,0,0,2,2,1,2,1,1,1,0,0,2,1,1,1,1,2,2,2
Micah Nathan,1,Licensed Practical Nurse,60000,1,2,1,2,2,0,1,0,1,2,0,1,2,2,0,1,2,1,1,1,0,2,1,2,0,2,1,2,0,0,2,1,1,2,2,2,0,2,0,2,0,0
Claire Delmar,1,Nurse Educator,70000,1,1,2,1,0,0,1,2,1,1,1,2,0,2,2,0,2,0,1,0,2,1,2,1,2,0,0,1,2,2,1,2,1,1,1,1,0,0,1,1,1,0
Ridge Willard,1,Critical Care Nurse,85000,2,1,1,0,1,0,2,0,1,0,2,2,0,1,1,2,2,2,2,0,0,1,1,2,1,1,1,0,2,0,0,2,1,1,1,1,0,1,0,2,1,2
Capitola Leonard,1,Nurse Anesthetist,160000,2,0,2,2,2,0,2,0,1,0,2,0,0,0,2,0,1,2,1,1,0,0,1,2,1,0,0,2,0,0,1,0,1,0,1,2,0,0,2,0,0,1
Georgie Bobby,1,Gerontological Nursing,72000,0,1,0,1,1,0,0,0,1,1,2,1,2,2,1,0,0,0,0,2,1,0,0,1,2,0,0,0,2,0,0,2,2,0,2,0,2,2,1,1,0,1
Kristian Brenden,1,Emergency Nursing,82000,1,0,2,1,1,0,0,0,0,0,2,0,0,0,1,2,0,2,1,0,2,1,2,2,1,1,2,2,1,2,2,2,0,2,1,0,1,1,0,0,2,1
Henry Abigail,1,Nurse Educator,70000,1,0,2,1,2,1,1,2,1,1,1,2,2,0,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,0,0,0,2,1,1,0,2,2,2,1,2,0
Marshal Frank,1,Emergency Nursing,82000,2,0,0,0,2,0,1,0,0,1,2,0,0,2,1,1,0,0,1,2,2,0,0,0,0,0,1,1,0,2,2,0,0,1,2,0,1,2,0,1,2,1
Jesus Estella,1,Public Health Nurse,65000,1,1,1,0,2,2,0,0,0,1,2,0,2,0,0,2,0,2,2,2,0,2,0,2,0,2,1,2,2,0,2,0,1,0,1,2,2,2,2,2,1,0
Thelma Kristi,1,Nurse Anesthetist,160000,2,1,0,0,1,2,2,1,1,2,0,2,0,1,1,2,2,1,2,1,2,1,1,0,2,2,0,0,1,1,0,2,2,1,2,0,0,1,2,2,2,0
Melanie Mark,1,Nursing Management,93000,0,0,1,2,0,0,1,1,2,1,2,2,0,1,0,1,1,1,2,1,2,2,0,2,2,1,0,0,0,1,2,0,2,1,1,0,2,1,1,0,2,2
Kate Juana,1,Public Health Nurse,65000,1,0,2,2,1,1,2,2,0,2,1,0,0,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,0,2,1,1,0,0,0,0,2,0,1
Hector Georgianna,1,Nurse Educator,70000,0,1,0,0,0,2,0,2,1,2,1,0,2,2,2,1,2,1,0,0,2,0,1,2,0,1,0,0,1,1,1,1,0,1,0,2,2,2,1,1,2,1
Eliseo Aiden,1,Cardiac Nursing,80000,2,2,1,1,0,0,0,2,1,1,2,0,2,1,1,0,1,2,1,1,2,2,2,1,0,2,1,0,1,0,1,2,0,1,0,2,1,2,0,0,2,2
Emerson Tracy,1,Nursing Assistant,40000,1,0,2,2,1,1,0,2,2,0,0,2,2,0,0,2,0,0,1,2,2,2,0,0,2,1,2,1,2,0,2,0,2,1,1,0,0,0,1,1,0,1
Fay Janae,1,Surgical Nurse,78000,1,2,1,2,2,1,0,2,1,1,2,2,0,1,0,0,1,0,0,0,2,1,2,2,1,1,0,1,0,0,2,0,0,2,1,1,1,2,1,0,2,0
Kerri Donna,1,Labor and Delivery Nurse,90000,1,0,1,1,2,0,0,1,1,1,0,2,1,2,2,0,1,0,1,0,1,0,0,2,2,0,1,0,2,0,2,2,0,1,1,0,2,1,1,2,0,0
Rae Earle,1,Neonatal Nurse,88000,1,1,2,1,1,0,2,0,2,0,1,2,1,2,1,2,1,2,0,1,1,2,1,2,0,0,0,1,1,0,2,1,2,1,2,0,1,1,2,0,0,1
Jonathon Deborah,1,Registered Nurse,75000,1,1,2,0,2,1,0,2,0,1,0,2,2,1,1,2,0,1,0,1,1,1,2,1,2,2,0,1,2,0,0,2,2,0,0,2,0,1,1,2,2,1
Domenic Cornelious,1,Mental Health Nursing,72000,1,2,2,0,2,0,2,2,1,1,2,1,1,0,1,0,1,1,1,2,2,1,1,2,2,0,1,0,0,2,0,0,2,1,2,1,2,1,2,2,2,0
Orvil Paris,1,Cardiac Nursing,80000,2,1,2,0,1,1,0,1,1,2,2,2,2,1,1,1,0,1,2,2,0,1,0,0,1,1,1,0,0,1,0,1,2,1,2,0,1,2,2,0,1,2
Antonio Arthur,1,Nurse Midwife,91000,1,0,0,0,0,2,1,1,0,1,0,0,1,0,0,1,0,1,2,1,0,2,2,2,0,2,0,0,0,1,2,0,0,1,2,1,2,1,1,1,2,1
Mac Johanna,1,Labor and Delivery Nurse,90000,0,1,1,1,1,1,0,2,0,1,0,2,1,2,2,1,2,2,1,1,2,0,2,2,1,1,2,1,2,2,0,0,1,2,1,2,2,0,0,0,2,1
Darion Isabella,1,Licensed Practical Nurse,60000,1,0,1,2,2,1,0,0,0,1,0,1,1,2,2,1,2,2,2,2,1,0,0,1,1,0,1,0,0,0,1,1,2,1,1,0,2,0,0,2,0,2
Salvador Bernice,1,Neonatal Nurse,88000,0,2,0,2,0,2,0,0,1,2,2,2,0,2,0,0,1,1,0,0,2,1,2,2,2,2,1,1,1,0,2,2,2,0,2,1,2,1,2,0,0,0
Cody Mandy,1,Registered Nurse,75000,0,0,2,1,0,1,0,2,1,1,2,0,2,0,1,2,2,1,0,0,1,1,0,0,1,2,1,1,2,1,0,2,2,1,2,0,2,2,0,2,2,2
Luann Alden,1,Emergency Nursing,82000,2,2,1,1,1,2,0,2,0,0,2,1,0,1,0,2,1,0,1,2,1,2,2,1,2,2,2,0,1,0,2,1,1,1,1,1,1,2,0,0,0,2
Armani Denny,1,Emergency Nursing,82000,2,0,0,1,1,0,1,1,1,1,0,0,2,0,1,1,2,0,2,0,1,0,0,0,0,1,2,0,2,2,0,0,1,2,2,0,0,1,1,2,0,1
Santos Bennie,1,Nursing Management,93000,0,0,2,0,2,2,1,0,2,0,0,1,0,0,2,0,1,2,1,0,2,0,1,2,1,1,1,2,2,1,1,2,0,2,1,1,0,2,0,2,0,0
Dana Julie,1,Critical Care Nurse,85000,0,2,0,1,2,2,0,2,2,0,1,2,1,0,0,1,2,1,1,2,0,1,2,1,1,2,2,2,1,0,2,1,1,0,1,2,0,2,2,1,0,0
Bryon Consuelo,1,Mental Health Nursing,72000,0,1,2,0,2,0,2,2,2,0,0,2,0,2,1,2,1,0,1,2,0,1,2,1,1,1,2,2,2,0,0,2,2,0,0,0,0,2,0,0,0,2
Billie Darlene,1,Nursing Management,93000,1,1,0,1,0,2,2,1,0,1,2,0,2,1,2,0,0,2,1,2,0,2,0,1,1,1,1,1,2,1,1,2,1,2,2,1,0,2,0,1,1,1
Lenore Jamila,1,Nurse Practitioner,100000,1,0,2,1,0,1,1,2,1,0,2,0,1,0,0,1,2,2,0,2,2,2,2,1,0,0,0,2,0,2,1,1,0,1,0,1,2,2,2,2,2,1
Carmela Rosey,1,Nurse Midwife,91000,2,2,1,1,1,1,1,2,2,0,2,2,0,1,0,0,0,2,0,2,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,0,0,0,2,2,1,0
Drusilla Nina,1,Labor and Delivery Nurse,90000,2,0,2,2,0,1,1,0,0,2,0,1,1,1,1,2,1,1,0,1,2,0,2,1,0,2,0,0,2,2,2,2,2,2,1,0,0,0,0,2,1,1
Laurine Jean,1,Mental Health Nursing,72000,0,0,2,0,0,0,1,2,2,0,1,0,0,0,0,2,1,0,0,0,2,1,2,2,1,0,0,0,1,1,0,1,0,1,0,2,2,1,2,0,1,1
Ian Adelaide,1,Occupational Health Nursing,73000,0,0,2,1,2,1,0,2,2,1,0,1,2,0,2,0,1,0,0,2,0,0,0,1,2,2,1,0,2,1,0,2,1,2,2,2,2,0,0,1,1,0
Rossie Joel,1,Licensed Practical Nurse,60000,2,1,1,1,0,0,0,0,1,1,2,1,1,2,2,1,0,1,2,1,2,2,2,0,1,0,0,2,2,1,0,2,1,0,2,2,0,0,1,2,2,1
Zula Dale,1,Labor and Delivery Nurse,90000,0,2,2,2,1,2,1,1,1,0,0,2,0,1,1,1,0,0,2,1,1,1,2,1,1,1,2,2,0,1,0,0,0,1,0,1,0,0,2,2,2,2
Lenora Stephen,1,Dialysis Nurse,74000,1,2,0,0,0,0,1,0,0,2,2,0,0,2,2,2,0,0,1,2,0,2,1,1,0,2,0,0,2,2,0,2,1,2,1,1,2,0,0,2,2,0
Pat Nicolas,1,Occupational Health Nursing,73000,1,0,1,2,1,0,2,0,1,2,0,0,2,2,0,2,0,1,2,2,2,2,1,1,0,1,2,2,0,1,2,0,0,2,0,2,0,1,0,1,1,1
Junior Payton,1,Health Informatics,95000,1,2,0,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,0,1,0,0,1,1,0,0,2,2,2,2,0,1,0,1,2,0,1,2,0,2,1
Mossie Chad,1,Mental Health Nursing,72000,1,1,1,2,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,2,1,1,2,1,2,0,1,2,2,0,0,0,1,2,0,2,0,2,0,2,1
Dean Martha,1,Public Health Nurse,65000,0,2,2,2,2,0,2,2,0,2,1,1,2,0,1,2,1,1,0,0,2,2,1,0,0,2,1,0,2,2,1,1,1,1,1,2,2,1,0,1,1,2
Mercedes Dorene,1,Public Health Nurse,65000,2,0,0,2,0,1,2,1,1,1,2,1,2,0,1,1,1,2,0,2,0,0,1,1,2,1,0,0,1,1,0,1,2,2,0,1,0,1,2,0,2,0
Dorsey Kristoffer,1,Clinical Nurse Specialist,97000,2,2,1,1,2,0,0,2,0,2,0,1,1,2,1,1,0,0,0,0,0,1,1,2,1,2,2,1,1,1,2,0,1,0,1,1,1,2,1,2,2,2
Early Danielle,1,Nursing Assistant,40000,0,2,2,0,1,0,1,1,0,0,2,1,0,1,0,1,1,2,0,1,0,1,2,0,1,1,1,0,2,0,2,2,1,0,0,0,2,0,2,0,1,2
Marvel Justin,1,Labor and Delivery Nurse,90000,0,2,1,1,2,1,1,1,0,2,0,1,0,1,1,0,2,2,0,0,1,2,1,1,0,2,1,0,1,1,0,1,0,2,2,0,2,1,0,1,0,2
Florine Marsha,1,Public Health Nurse,65000,1,2,1,2,2,1,0,1,0,2,1,1,1,0,0,2,0,2,1,1,2,2,0,0,1,1,2,2,2,2,1,0,2,1,2,1,0,2,0,1,0,1
Harvey Leora,1,Registered Nurse,75000,2,0,1,2,2,0,2,0,1,2,2,1,1,0,2,1,1,0,2,0,1,2,0,1,0,1,1,2,0,1,2,2,2,2,2,0,0,1,2,0,1,2
Rolf Sheron,1,Public Health Nurse,65000,1,0,2,0,2,0,2,1,1,0,0,1,0,0,2,1,0,0,1,2,0,0,1,0,0,0,0,0,1,1,0,2,2,2,1,1,1,1,1,0,0,0
Tyson Manie,1,Nurse Practitioner,100000,1,1,0,1,2,0,0,1,2,1,0,1,2,2,0,0,0,1,1,0,0,0,1,1,0,1,1,0,2,0,2,2,1,0,1,2,2,1,2,2,0,0
